ingredient_id,name,normalized_name,source,source_url
ingredient:risedronate_sodium_anhydrous,Risedronate sodium anhydrous,risedronate_sodium_anhydrous,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cilastatin_natri,Cilastatin natri,cilastatin_natri,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:imipenem_monohydrat,Imipenem monohydrat,imipenem_monohydrat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:42,42,42,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ty_le_14_1,tỷ lệ 14:1,ty_le_14_1,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:pyridoxin_hydrochlorid,pyridoxin hydrochlorid,pyridoxin_hydrochlorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tuong_uong_vitamin_d3_1_000_i_u_g,tương đương Vitamin D3 1.000 I.U µg,tuong_uong_vitamin_d3_1_000_i_u_g,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ceftriaxone_natri_trisesquihydrate_2,Ceftriaxone natri trisesquihydrate 2,ceftriaxone_natri_trisesquihydrate_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tuong_uong_voi_ceftriaxone,tương đương với Ceftriaxone,tuong_uong_voi_ceftriaxone,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:gadoteric_acid_tuong_uong,Gadoteric acid tương đương,gadoteric_acid_tuong_uong,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:estradiol_valerate,Estradiol valerate,estradiol_valerate,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:erlotinib_hydrochloride_27,Erlotinib hydrochloride 27,erlotinib_hydrochloride_27,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:alpha_keto_analogue_to_isoleucine,Alpha keto analogue to Isoleucine,alpha_keto_analogue_to_isoleucine,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:calcium_salt,calcium salt,calcium_salt,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:alpha_keto_analogue_to_leucine,Alpha keto analogue to leucine,alpha_keto_analogue_to_leucine,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:alpha_keto_analogue_to_methionine,Alpha keto analogue to methionine,alpha_keto_analogue_to_methionine,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:alpha_keto_analogue_to_phenylalanine,Alpha keto analogue to phenylalanine,alpha_keto_analogue_to_phenylalanine,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:chua_ipratropium_bromide_0,chứa: Ipratropium bromide 0,chua_ipratropium_bromide_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:misoprostol_0,Misoprostol 0,misoprostol_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:moxifloxacin_hydrochloride_436,Moxifloxacin hydrochloride 436,moxifloxacin_hydrochloride_436,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tuong_uong_moxifloxacin,tương đương moxifloxacin,tuong_uong_moxifloxacin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:sacubitril_valsartan_56,Sacubitril/Valsartan 56,sacubitril_valsartan_56,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:sacubitril_valsartan_226,Sacubitril/Valsartan 226,sacubitril_valsartan_226,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:sacubitril_valsartan_113,Sacubitril/Valsartan 113,sacubitril_valsartan_113,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:promethazin_hydroclorid_2,Promethazin hydroclorid 2,promethazin_hydroclorid_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:chua_xylometazoline_hydrochloride_0,chứa: Xylometazoline hydrochloride 0,chua_xylometazoline_hydrochloride_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:quinapril_hydroclorid_10,Quinapril hydroclorid 10,quinapril_hydroclorid_10,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:chai_chua_levofloxacin,Chai chứa: Levofloxacin,chai_chua_levofloxacin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:hydrocortisone_1,Hydrocortisone 1%,hydrocortisone_1,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:miconazole_nitrate_2,Miconazole nitrate 2%,miconazole_nitrate_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:dextromethorphan_hbr,Dextromethorphan HBr,dextromethorphan_hbr,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:codein_phosphat,Codein phosphat,codein_phosphat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ampicilin_sulbactam_0,Ampicilin : Sulbactam 0,ampicilin_sulbactam_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ampicilin_0,Ampicilin 0,ampicilin_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clopidogrel_97,Clopidogrel 97,clopidogrel_97,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ong_chua_sat_protein_succinylat_tuong_uong_fe3,Ống chứa: Sắt protein succinylat tương đương Fe3,ong_chua_sat_protein_succinylat_tuong_uong_fe3,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:metoclopramid,Metoclopramid,metoclopramid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:acid_citric_khan,Acid citric khan,acid_citric_khan,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:natri_carbonat_khan,Natri carbonat khan,natri_carbonat_khan,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:bismuth_oxyd,Bismuth oxyd,bismuth_oxyd,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:goi_chua_paracetamol,Gói chứa: Paracetamol,goi_chua_paracetamol,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cao_kho_la_thuong_xuan_dung_moi_chiet_xuat_ethanol_30_27,Cao khô lá thường xuân . Dung môi chiết xuất: ethanol 30% 27,cao_kho_la_thuong_xuan_dung_moi_chiet_xuat_ethanol_30_27,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cao_kho_la_ginkgo_biloba_uoc_tieu_chuan_hoa_e_at_ginkgo_flavon_glycosid_19,Cao khô lá Ginkgo biloba [được tiêu chuẩn hoá để đạt ginkgo flavon glycosid 19,cao_kho_la_ginkgo_biloba_uoc_tieu_chuan_hoa_e_at_ginkgo_flavon_glycosid_19,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:terpen_lacton_4,terpen lacton 4,terpen_lacton_4,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:dung_moi_chiet_xuat_aceton_60,] Dung môi chiết xuất: Aceton 60%,dung_moi_chiet_xuat_aceton_60,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:10kg_cao_kho_tuong_ung_la_actiso_tuoi_588kg,10kg cao khô tương ứng Lá Actisô tươi 588kg,10kg_cao_kho_tuong_ung_la_actiso_tuoi_588kg,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ong_chua_cao_kho_la_bach_qua,Ống chứa: Cao khô lá Bạch Quả,ong_chua_cao_kho_la_bach_qua,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:chua_sat_protein_succinylat,chứa: Sắt protein succinylat,chua_sat_protein_succinylat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ziprasidone,Ziprasidone,ziprasidone,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:eperisone_hydrochloride,Eperisone hydrochloride,eperisone_hydrochloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ethanol_96,Ethanol 96%,ethanol_96,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:diluted_nitroglycerin,Diluted Nitroglycerin,diluted_nitroglycerin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:bot_pha_hon_dich_uong_chua_cefditoren,bột pha hỗn dịch uống chứa: Cefditoren,bot_pha_hon_dich_uong_chua_cefditoren,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cystein_hydroclorid,Cystein hydroclorid,cystein_hydroclorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:codeine_phosphate,Codeine phosphate,codeine_phosphate,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clenbuterol_hydrochloride_0,Clenbuterol hydrochloride 0,clenbuterol_hydrochloride_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:magnesi_aspartat,Magnesi aspartat,magnesi_aspartat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:chlorhexidin_gluconat_0,Chlorhexidin gluconat 0,chlorhexidin_gluconat_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:lidocain_hydrochlorid_0,Lidocain hydrochlorid 0,lidocain_hydrochlorid_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:l_histidin_hydroclorid_hydrat_216,L-Histidin hydroclorid hydrat 216,l_histidin_hydroclorid_hydrat_216,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:natri_bicarbonat_133,Natri bicarbonat 133,natri_bicarbonat_133,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:hon_hop_bot_vo_khuan_chua_piperacilin_natri,Hỗn hợp bột vô khuẩn chứa piperacilin natri,hon_hop_bot_vo_khuan_chua_piperacilin_natri,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tazobactam_natri_ti_le_8_1_piperacilin,tazobactam natri tỉ lệ 8:1: Piperacilin,tazobactam_natri_ti_le_8_1_piperacilin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:pramipexol,Pramipexol,pramipexol,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:fluvoxamin_maleat,Fluvoxamin maleat,fluvoxamin_maleat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:rivastigmine_tartrate,Rivastigmine tartrate,rivastigmine_tartrate,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clorpromazin_hydroclorid,Clorpromazin hydroclorid,clorpromazin_hydroclorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:acid_glycyrrhizic,Acid glycyrrhizic,acid_glycyrrhizic,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:nebivolol_hydroclorid,Nebivolol hydroclorid,nebivolol_hydroclorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ong_sulfat_0,Đồng sulfat 0,ong_sulfat_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:kem_sulfat_0,Kẽm sulfat 0,kem_sulfat_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:35,35%,35,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cyclosporin,Cyclosporin,cyclosporin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:pilocarpin_hydroclorid_2,Pilocarpin hydroclorid 2% ),pilocarpin_hydroclorid_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ubidecarenone,Ubidecarenone,ubidecarenone,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:kali_iodid_0,Kali iodid 0,kali_iodid_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:natri_iodid_0,Natri iodid 0,natri_iodid_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:fluticasone_propionate_50_g,Fluticasone propionate 50µg,fluticasone_propionate_50_g,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clioquinol_1,Clioquinol 1%,clioquinol_1,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:flumetasone_pivalate_0,Flumetasone pivalate 0,flumetasone_pivalate_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:02,02%,02,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:calci_lactat_gluconat,Calci lactat gluconat,calci_lactat_gluconat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:benazepril_hydrochloride,Benazepril hydrochloride,benazepril_hydrochloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ferrous_fumarate_fumarat,Ferrous fumarate fumarat),ferrous_fumarate_fumarat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cefepime,Cefepime ),cefepime,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:phenylephrin_hydroclorid_6,Phenylephrin hydroclorid 6,phenylephrin_hydroclorid_6,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:lo_chua_activated_charcoal,Lọ chứa: Activated charcoal,lo_chua_activated_charcoal,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:perindopril_arginine_2,Perindopril arginine 2,perindopril_arginine_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:fexofenadin_hydrochlorid,Fexofenadin hydrochlorid,fexofenadin_hydrochlorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:citrulline_malate,Citrulline malate,citrulline_malate,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:flunarizin,Flunarizin,flunarizin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:milnacipran_hydrochlorid,Milnacipran hydrochlorid,milnacipran_hydrochlorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:gliclazid,Gliclazid,gliclazid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:phenylephrin_hcl_2,Phenylephrin HCl 2,phenylephrin_hcl_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clenbuterol_hydrochlorid_0,Clenbuterol hydrochlorid 0,clenbuterol_hydrochlorid_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:bisoproplol_fumarat,Bisoproplol fumarat,bisoproplol_fumarat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:levocetirizin_dihydrochloride,Levocetirizin dihydrochloride,levocetirizin_dihydrochloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:carbocisteine_micronized,Carbocisteine micronized,carbocisteine_micronized,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tramadol_hydrochlorid_37,Tramadol hydrochlorid 37,tramadol_hydrochlorid_37,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:piperacillin_natri_3,Piperacillin natri 3,piperacillin_natri_3,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tazobactam_natri_402,Tazobactam natri 402,tazobactam_natri_402,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:colistimethat_natri_2,Colistimethat Natri 2.,colistimethat_natri_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ivabradine_2,Ivabradine 2,ivabradine_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:fluocinolone_acetonide_0,Fluocinolone Acetonide 0,fluocinolone_acetonide_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:letrozole_2,Letrozole 2,letrozole_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cefazolin_natri_vo_khuan_tuong_uong_voi_cefazolin,Cefazolin natri vô khuẩn tương đương với cefazolin,cefazolin_natri_vo_khuan_tuong_uong_voi_cefazolin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:moxifloxacin_1,Moxifloxacin 1,moxifloxacin_1,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:pramipexole_dihydrochloride_monohydrate_0,Pramipexole dihydrochloride monohydrate 0,pramipexole_dihydrochloride_monohydrate_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:natri_fusidat_2_w_w,Natri fusidat 2% w/w,natri_fusidat_2_w_w,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ethinyl_estradiol_0,Ethinyl estradiol 0,ethinyl_estradiol_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:temozolomid,Temozolomid,temozolomid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:acetaminophen_325,Acetaminophen 325,acetaminophen_325,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:natri_cefazolin,Natri cefazolin,natri_cefazolin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:methotrexat_2,Methotrexat 2,methotrexat_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:diazepam_ml,Diazepam /ml,diazepam_ml,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:alanine_4,Alanine 4,alanine_4,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:aspartic_acid,Aspartic acid,aspartic_acid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:phenylalanine_2,Phenylalanine 2,phenylalanine_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:glutamic_acid_1,Glutamic acid 1,glutamic_acid_1,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:isoleucine_1,Isoleucine 1,isoleucine_1,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clarithromycin_515,Clarithromycin 515,clarithromycin_515,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tuong_uong_voi_clarithromycin_khan,tương đương với clarithromycin khan,tuong_uong_voi_clarithromycin_khan,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:pramipexol_dihydrochlorid_0,Pramipexol Dihydrochlorid 0,pramipexol_dihydrochlorid_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:apixaban_2,Apixaban 2,apixaban_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ciprofloxacin_ml,Ciprofloxacin /ml,ciprofloxacin_ml,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:3_kl_tt,3% kl/tt,3_kl_tt,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:indometacin,Indometacin,indometacin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:gilteritinib_fumarate_44,Gilteritinib fumarate 44,gilteritinib_fumarate_44,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:pralidoxime_chloride,Pralidoxime chloride,pralidoxime_chloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:amlodipine_besylate_13,Amlodipine besylate 13,amlodipine_besylate_13,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ivabradin_7,Ivabradin 7,ivabradin_7,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:letrozol_2,Letrozol 2,letrozol_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ivabradine_hydrochloride_8,Ivabradine Hydrochloride 8,ivabradine_hydrochloride_8,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tuong_uong_voi_ivabradine_7,tương đương với Ivabradine 7,tuong_uong_voi_ivabradine_7,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:prednisolone_sodium_phosphate_1_w_v,Prednisolone sodium phosphate 1% w/v,prednisolone_sodium_phosphate_1_w_v,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:bimatoprost_0,Bimatoprost 0,bimatoprost_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:bosentan_monohydrate_tuong_uong_bosentan_62,Bosentan monohydrate tương đương Bosentan 62,bosentan_monohydrate_tuong_uong_bosentan_62,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cholecalciferol_concentrate_powder_form,Cholecalciferol concentrate powder form,cholecalciferol_concentrate_powder_form,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:diosmectite,Diosmectite,diosmectite,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:amoxicillin_trihydrat_tuong_uong_amoxicillin,Amoxicillin trihydrat tương đương Amoxicillin,amoxicillin_trihydrat_tuong_uong_amoxicillin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:kali_clavulanat_tuong_uong_acid_clavulanic,Kali clavulanat tương đương Acid clavulanic,kali_clavulanat_tuong_uong_acid_clavulanic,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ciprofloxacin_0,Ciprofloxacin 0,ciprofloxacin_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:sildenafil_citrat_tuong_uong_voi_sildenafil,Sildenafil citrat tương đương với Sildenafil,sildenafil_citrat_tuong_uong_voi_sildenafil,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:nifedipin,Nifedipin,nifedipin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:saccharomyces_boulardii_cncm_i_745,Saccharomyces boulardii CNCM I-745,saccharomyces_boulardii_cncm_i_745,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:levocetirizin_2hcl,Levocetirizin 2HCl,levocetirizin_2hcl,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:nicardipin_hydroclorid,Nicardipin hydroclorid,nicardipin_hydroclorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tuyp_chua_acyclovir,Tuýp chứa: Acyclovir,tuyp_chua_acyclovir,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:kali_clorid,Kali clorid,kali_clorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:natri_citrat_dihydrat,Natri citrat dihydrat,natri_citrat_dihydrat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:amoxicilin_0,Amoxicilin 0,amoxicilin_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:trimebutin,Trimebutin,trimebutin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:calci_gluconolactat,Calci gluconolactat,calci_gluconolactat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:loxoprofen_natri,Loxoprofen natri,loxoprofen_natri,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:mebeverine_hydrochloride,Mebeverine hydrochloride,mebeverine_hydrochloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:trimetazidin_dihydrochlorid,Trimetazidin dihydrochlorid,trimetazidin_dihydrochlorid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cholecalciferol_4,Cholecalciferol 4,cholecalciferol_4,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:nguyen_to_calci,Nguyên tố Calci,nguyen_to_calci,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:ketorolac_tromethamin,Ketorolac tromethamin,ketorolac_tromethamin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:aluminium_phosphate_20_gel,Aluminium phosphate 20% gel,aluminium_phosphate_20_gel,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:acid_folinic,Acid folinic,acid_folinic,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:glutathion,Glutathion,glutathion,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:imipenem_0,Imipenem 0,imipenem_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cilastatin_0,Cilastatin 0,cilastatin_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cefpodoxime,Cefpodoxime,cefpodoxime,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:simethicone_powder_61,Simethicone powder 61,simethicone_powder_61,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:torsemide,Torsemide,torsemide,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:duloxetin,Duloxetin,duloxetin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clopidrogrel,Clopidrogrel,clopidrogrel,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:folic_acid_0,Folic acid 0,folic_acid_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:noradrenaline,Noradrenaline,noradrenaline,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:deferoxamine_mesylate,Deferoxamine mesylate,deferoxamine_mesylate,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:sulbactam_sodium_vo_trung_tuong_uong_cefoperazone,sulbactam sodium vô trùng tương đương cefoperazone,sulbactam_sodium_vo_trung_tuong_uong_cefoperazone,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:magnesi_pidolat,Magnesi pidolat,magnesi_pidolat,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:mycophenolic_acid,Mycophenolic acid,mycophenolic_acid,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:tolperisone_hydrochloride,Tolperisone hydrochloride,tolperisone_hydrochloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:etoposide_ml,Etoposide /ml,etoposide_ml,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:paclitaxel_ml,Paclitaxel /ml,paclitaxel_ml,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cephalothin_natri_tuong_uong_voi_cephalothin,Cephalothin natri tương đương với cephalothin,cephalothin_natri_tuong_uong_voi_cephalothin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cefoxitin_natri_vo_khuan_tuong_uong_voi_cefoxitin,Cefoxitin natri vô khuẩn tương đương với cefoxitin,cefoxitin_natri_vo_khuan_tuong_uong_voi_cefoxitin,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:duloxetine_hydrochloride_33,Duloxetine hydrochloride 33,duloxetine_hydrochloride_33,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:clobetasol_17_propionate_0,Clobetasol 17-Propionate 0,clobetasol_17_propionate_0,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:promethazine_hydrochloride,Promethazine Hydrochloride /,promethazine_hydrochloride,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:cisatracurium_2,Cisatracurium /2,cisatracurium_2,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
ingredient:noradrenaline_tartrate_ml,Noradrenaline tartrate /ml,noradrenaline_tartrate_ml,dav_all,https://dichvucong.dav.gov.vn/congbothuoc/index
