drug_id,name,normalized_name,source
drug:amphotericin_b_liposomal,Amphotericin B (liposomal),amphotericin_b_liposomal,ddinter
drug:beclomethasone_dipropionate,Beclomethasone dipropionate,beclomethasone_dipropionate,ddinter
drug:acetylcholine,Acetylcholine,acetylcholine,ddinter
drug:acetylcysteine,Acetylcysteine,acetylcysteine,ddinter
drug:abarelix,Abarelix,abarelix,ddinter
drug:adenosine,Adenosine,adenosine,ddinter
drug:alendronic_acid,Alendronic acid,alendronic_acid,ddinter
drug:alfuzosin,Alfuzosin,alfuzosin,ddinter
drug:aminophylline,Aminophylline,aminophylline,ddinter
drug:amiodarone,Amiodarone,amiodarone,ddinter
drug:amisulpride,Amisulpride,amisulpride,ddinter
drug:amitriptyline,Amitriptyline,amitriptyline,ddinter
drug:amoxapine,Amoxapine,amoxapine,ddinter
drug:anagrelide,Anagrelide,anagrelide,ddinter
drug:apalutamide,Apalutamide,apalutamide,ddinter
drug:apomorphine,Apomorphine,apomorphine,ddinter
drug:arsenic_trioxide,Arsenic trioxide,arsenic_trioxide,ddinter
drug:astemizole,Astemizole,astemizole,ddinter
drug:axitinib,Axitinib,axitinib,ddinter
drug:azithromycin,Azithromycin,azithromycin,ddinter
drug:bacampicillin,Bacampicillin,bacampicillin,ddinter
drug:bepridil,Bepridil,bepridil,ddinter
drug:bicalutamide,Bicalutamide,bicalutamide,ddinter
drug:bosutinib,Bosutinib,bosutinib,ddinter
drug:buprenorphine,Buprenorphine,buprenorphine,ddinter
drug:cefditoren,Cefditoren,cefditoren,ddinter
drug:cefpodoxime,Cefpodoxime,cefpodoxime,ddinter
drug:cefuroxime,Cefuroxime,cefuroxime,ddinter
drug:chloroquine,Chloroquine,chloroquine,ddinter
drug:citalopram,Citalopram,citalopram,ddinter
drug:clofazimine,Clofazimine,clofazimine,ddinter
drug:clomipramine,Clomipramine,clomipramine,ddinter
drug:crizotinib,Crizotinib,crizotinib,ddinter
drug:cyanocobalamin,Cyanocobalamin,cyanocobalamin,ddinter
drug:dacomitinib,Dacomitinib,dacomitinib,ddinter
drug:dasatinib,Dasatinib,dasatinib,ddinter
drug:daunorubicin,Daunorubicin,daunorubicin,ddinter
drug:daunorubicin_liposomal,Daunorubicin (liposomal),daunorubicin_liposomal,ddinter
drug:degarelix,Degarelix,degarelix,ddinter
drug:delavirdine,Delavirdine,delavirdine,ddinter
drug:desipramine,Desipramine,desipramine,ddinter
drug:deutetrabenazine,Deutetrabenazine,deutetrabenazine,ddinter
drug:diclofenac,Diclofenac,diclofenac,ddinter
drug:disopyramide,Disopyramide,disopyramide,ddinter
drug:dofetilide,Dofetilide,dofetilide,ddinter
drug:donepezil,Donepezil,donepezil,ddinter
drug:doxepin,Doxepin,doxepin,ddinter
drug:doxepin_topical,Doxepin (topical),doxepin_topical,ddinter
drug:doxorubicin,Doxorubicin,doxorubicin,ddinter
drug:doxorubicin_liposomal,Doxorubicin (liposomal),doxorubicin_liposomal,ddinter
drug:dronedarone,Dronedarone,dronedarone,ddinter
drug:droperidol,Droperidol,droperidol,ddinter
drug:duloxetine,Duloxetine,duloxetine,ddinter
drug:encorafenib,Encorafenib,encorafenib,ddinter
drug:entecavir,Entecavir,entecavir,ddinter
drug:entrectinib,Entrectinib,entrectinib,ddinter
drug:enzalutamide,Enzalutamide,enzalutamide,ddinter
drug:eribulin,Eribulin,eribulin,ddinter
drug:erlotinib,Erlotinib,erlotinib,ddinter
drug:erythromycin,Erythromycin,erythromycin,ddinter
drug:escitalopram,Escitalopram,escitalopram,ddinter
drug:etodolac,Etodolac,etodolac,ddinter
drug:ezogabine,Ezogabine,ezogabine,ddinter
drug:fenoprofen,Fenoprofen,fenoprofen,ddinter
drug:fingolimod,Fingolimod,fingolimod,ddinter
drug:flecainide,Flecainide,flecainide,ddinter
drug:fluconazole,Fluconazole,fluconazole,ddinter
drug:fluoxetine,Fluoxetine,fluoxetine,ddinter
drug:flurbiprofen,Flurbiprofen,flurbiprofen,ddinter
drug:flutamide,Flutamide,flutamide,ddinter
drug:foscarnet,Foscarnet,foscarnet,ddinter
drug:fostemsavir,Fostemsavir,fostemsavir,ddinter
drug:galantamine,Galantamine,galantamine,ddinter
drug:gefitinib,Gefitinib,gefitinib,ddinter
drug:gilteritinib,Gilteritinib,gilteritinib,ddinter
drug:glasdegib,Glasdegib,glasdegib,ddinter
drug:halofantrine,Halofantrine,halofantrine,ddinter
drug:haloperidol,Haloperidol,haloperidol,ddinter
drug:halothane,Halothane,halothane,ddinter
drug:hydroxychloroquine,Hydroxychloroquine,hydroxychloroquine,ddinter
drug:hydroxyzine,Hydroxyzine,hydroxyzine,ddinter
drug:ibuprofen,Ibuprofen,ibuprofen,ddinter
drug:ibutilide,Ibutilide,ibutilide,ddinter
drug:idarubicin,Idarubicin,idarubicin,ddinter
drug:imipramine,Imipramine,imipramine,ddinter
drug:indomethacin,Indomethacin,indomethacin,ddinter
drug:inotuzumab_ozogamicin,Inotuzumab ozogamicin,inotuzumab_ozogamicin,ddinter
drug:itraconazole,Itraconazole,itraconazole,ddinter
drug:ivabradine,Ivabradine,ivabradine,ddinter
drug:ivosidenib,Ivosidenib,ivosidenib,ddinter
drug:ketoconazole,Ketoconazole,ketoconazole,ddinter
drug:ketoprofen,Ketoprofen,ketoprofen,ddinter
drug:ketorolac,Ketorolac,ketorolac,ddinter
drug:lapatinib,Lapatinib,lapatinib,ddinter
drug:lasmiditan,Lasmiditan,lasmiditan,ddinter
drug:lefamulin,Lefamulin,lefamulin,ddinter
drug:lenvatinib,Lenvatinib,lenvatinib,ddinter
drug:levacetylmethadol,Levacetylmethadol,levacetylmethadol,ddinter
drug:lofexidine,Lofexidine,lofexidine,ddinter
drug:maprotiline,Maprotiline,maprotiline,ddinter
drug:meclofenamic_acid,Meclofenamic acid,meclofenamic_acid,ddinter
drug:mefenamic_acid,Mefenamic acid,mefenamic_acid,ddinter
drug:mefloquine,Mefloquine,mefloquine,ddinter
drug:methadone,Methadone,methadone,ddinter
drug:mecobalamin,Mecobalamin,mecobalamin,ddinter
drug:mifepristone,Mifepristone,mifepristone,ddinter
drug:mirtazapine,Mirtazapine,mirtazapine,ddinter
drug:naproxen,Naproxen,naproxen,ddinter
drug:neratinib,Neratinib,neratinib,ddinter
drug:nicotine,Nicotine,nicotine,ddinter
drug:nilotinib,Nilotinib,nilotinib,ddinter
drug:nilutamide,Nilutamide,nilutamide,ddinter
drug:nortriptyline,Nortriptyline,nortriptyline,ddinter
drug:oliceridine,Oliceridine,oliceridine,ddinter
drug:osilodrostat,Osilodrostat,osilodrostat,ddinter
drug:osimertinib,Osimertinib,osimertinib,ddinter
drug:oxaliplatin,Oxaliplatin,oxaliplatin,ddinter
drug:oxaprozin,Oxaprozin,oxaprozin,ddinter
drug:oxtriphylline,Oxtriphylline,oxtriphylline,ddinter
drug:panobinostat,Panobinostat,panobinostat,ddinter
drug:pazopanib,Pazopanib,pazopanib,ddinter
drug:pemetrexed,Pemetrexed,pemetrexed,ddinter
drug:pimavanserin,Pimavanserin,pimavanserin,ddinter
drug:pimozide,Pimozide,pimozide,ddinter
drug:piroxicam,Piroxicam,piroxicam,ddinter
drug:pitolisant,Pitolisant,pitolisant,ddinter
drug:ponatinib,Ponatinib,ponatinib,ddinter
drug:posaconazole,Posaconazole,posaconazole,ddinter
drug:prasugrel,Prasugrel,prasugrel,ddinter
drug:primaquine,Primaquine,primaquine,ddinter
drug:probenecid,Probenecid,probenecid,ddinter
drug:probucol,Probucol,probucol,ddinter
drug:procainamide,Procainamide,procainamide,ddinter
drug:propafenone,Propafenone,propafenone,ddinter
drug:propofol,Propofol,propofol,ddinter
drug:dextropropoxyphene,Dextropropoxyphene,dextropropoxyphene,ddinter
drug:protriptyline,Protriptyline,protriptyline,ddinter
drug:quinidine,Quinidine,quinidine,ddinter
drug:quinine,Quinine,quinine,ddinter
drug:raltegravir,Raltegravir,raltegravir,ddinter
drug:ramelteon,Ramelteon,ramelteon,ddinter
drug:ranolazine,Ranolazine,ranolazine,ddinter
drug:ribociclib,Ribociclib,ribociclib,ddinter
drug:rilpivirine,Rilpivirine,rilpivirine,ddinter
drug:rivastigmine,Rivastigmine,rivastigmine,ddinter
drug:romidepsin,Romidepsin,romidepsin,ddinter
drug:rucaparib,Rucaparib,rucaparib,ddinter
drug:selpercatinib,Selpercatinib,selpercatinib,ddinter
drug:sertraline,Sertraline,sertraline,ddinter
drug:sevoflurane,Sevoflurane,sevoflurane,ddinter
drug:siponimod,Siponimod,siponimod,ddinter
drug:sodium_bicarbonate,Sodium bicarbonate,sodium_bicarbonate,ddinter
drug:solifenacin,Solifenacin,solifenacin,ddinter
drug:sonidegib,Sonidegib,sonidegib,ddinter
drug:sorafenib,Sorafenib,sorafenib,ddinter
drug:sotalol,Sotalol,sotalol,ddinter
drug:sulfamethoxazole,Sulfamethoxazole,sulfamethoxazole,ddinter
drug:sulindac,Sulindac,sulindac,ddinter
drug:sunitinib,Sunitinib,sunitinib,ddinter
drug:tacrine,Tacrine,tacrine,ddinter
drug:tamoxifen,Tamoxifen,tamoxifen,ddinter
drug:telavancin,Telavancin,telavancin,ddinter
drug:telithromycin,Telithromycin,telithromycin,ddinter
drug:terfenadine,Terfenadine,terfenadine,ddinter
drug:tetrabenazine,Tetrabenazine,tetrabenazine,ddinter
drug:thalidomide,Thalidomide,thalidomide,ddinter
drug:theophylline,Theophylline,theophylline,ddinter
drug:tizanidine,Tizanidine,tizanidine,ddinter
drug:tolmetin,Tolmetin,tolmetin,ddinter
drug:toremifene,Toremifene,toremifene,ddinter
drug:trazodone,Trazodone,trazodone,ddinter
drug:triamterene,Triamterene,triamterene,ddinter
drug:triclabendazole,Triclabendazole,triclabendazole,ddinter
drug:trimipramine,Trimipramine,trimipramine,ddinter
drug:valbenazine,Valbenazine,valbenazine,ddinter
drug:vandetanib,Vandetanib,vandetanib,ddinter
drug:vardenafil,Vardenafil,vardenafil,ddinter
drug:vasopressin,Vasopressin,vasopressin,ddinter
drug:vemurafenib,Vemurafenib,vemurafenib,ddinter
drug:vismodegib,Vismodegib,vismodegib,ddinter
drug:voriconazole,Voriconazole,voriconazole,ddinter
drug:atracurium,Atracurium,atracurium,ddinter
drug:cisatracurium,Cisatracurium,cisatracurium,ddinter
drug:cyclosporine,Cyclosporine,cyclosporine,ddinter
drug:didanosine,Didanosine,didanosine,ddinter
drug:doxacurium,Doxacurium,doxacurium,ddinter
drug:etravirine,Etravirine,etravirine,ddinter
drug:flibanserin,Flibanserin,flibanserin,ddinter
drug:lemborexant,Lemborexant,lemborexant,ddinter
drug:memantine,Memantine,memantine,ddinter
drug:metocurine,Metocurine,metocurine,ddinter
drug:midazolam,Midazolam,midazolam,ddinter
drug:mivacurium,Mivacurium,mivacurium,ddinter
drug:nabumetone,Nabumetone,nabumetone,ddinter
drug:nifedipine,Nifedipine,nifedipine,ddinter
drug:pancuronium,Pancuronium,pancuronium,ddinter
drug:physostigmine,Physostigmine,physostigmine,ddinter
drug:pipecuronium,Pipecuronium,pipecuronium,ddinter
drug:porfimer_sodium,Porfimer sodium,porfimer_sodium,ddinter
drug:pramipexole,Pramipexole,pramipexole,ddinter
drug:rapacuronium,Rapacuronium,rapacuronium,ddinter
drug:rocuronium,Rocuronium,rocuronium,ddinter
drug:succinylcholine,Succinylcholine,succinylcholine,ddinter
drug:triazolam,Triazolam,triazolam,ddinter
drug:tubocurarine,Tubocurarine,tubocurarine,ddinter
drug:vecuronium,Vecuronium,vecuronium,ddinter
drug:amikacin,Amikacin,amikacin,ddinter
drug:amikacin_liposome,Amikacin (liposome),amikacin_liposome,ddinter
drug:armodafinil,Armodafinil,armodafinil,ddinter
drug:capmatinib,Capmatinib,capmatinib,ddinter
drug:capreomycin,Capreomycin,capreomycin,ddinter
drug:carboplatin,Carboplatin,carboplatin,ddinter
drug:cetuximab,Cetuximab,cetuximab,ddinter
drug:choline_salicylate,Choline salicylate,choline_salicylate,ddinter
drug:cisplatin,Cisplatin,cisplatin,ddinter
drug:clopidogrel,Clopidogrel,clopidogrel,ddinter
drug:conivaptan,Conivaptan,conivaptan,ddinter
drug:deferasirox,Deferasirox,deferasirox,ddinter
drug:echinacea,Echinacea,echinacea,ddinter
drug:fedratinib,Fedratinib,fedratinib,ddinter
drug:ferrous_fumarate,Ferrous fumarate,ferrous_fumarate,ddinter
drug:ferrous_gluconate,Ferrous gluconate,ferrous_gluconate,ddinter
drug:ferrous_sulfate_anhydrous,Ferrous sulfate anhydrous,ferrous_sulfate_anhydrous,ddinter
drug:fluvoxamine,Fluvoxamine,fluvoxamine,ddinter
drug:fosaprepitant,Fosaprepitant,fosaprepitant,ddinter
drug:fostamatinib,Fostamatinib,fostamatinib,ddinter
drug:gentamicin,Gentamicin,gentamicin,ddinter
drug:iron_protein_succinylate,Iron protein succinylate,iron_protein_succinylate,ddinter
drug:linaclotide,Linaclotide,linaclotide,ddinter
drug:modafinil,Modafinil,modafinil,ddinter
drug:mycophenolate_mofetil,Mycophenolate mofetil,mycophenolate_mofetil,ddinter
drug:netilmicin,Netilmicin,netilmicin,ddinter
drug:nevirapine,Nevirapine,nevirapine,ddinter
drug:panitumumab,Panitumumab,panitumumab,ddinter
drug:paromomycin,Paromomycin,paromomycin,ddinter
drug:patiromer,Patiromer,patiromer,ddinter
drug:plazomicin,Plazomicin,plazomicin,ddinter
drug:rifampicin,Rifampicin,rifampicin,ddinter
drug:rifapentine,Rifapentine,rifapentine,ddinter
drug:riociguat,Riociguat,riociguat,ddinter
drug:salsalate,Salsalate,salsalate,ddinter
drug:tolevamer,Tolevamer,tolevamer,ddinter
drug:salicylic_acid_sodium,Salicylic acid (sodium),salicylic_acid_sodium,ddinter
drug:st_john_s_wort,St. John's Wort,st_john_s_wort,ddinter
drug:stiripentol,Stiripentol,stiripentol,ddinter
drug:tobramycin,Tobramycin,tobramycin,ddinter
drug:acitretin,Acitretin,acitretin,ddinter
drug:aclidinium,Aclidinium,aclidinium,ddinter
drug:prucalopride,Prucalopride,prucalopride,ddinter
drug:ephedrine_nasal,Ephedrine (nasal),ephedrine_nasal,ddinter
drug:epinephrine_ophthalmic,Epinephrine (ophthalmic),epinephrine_ophthalmic,ddinter
drug:epinephrine_topical,Epinephrine (topical),epinephrine_topical,ddinter
drug:acrivastine,Acrivastine,acrivastine,ddinter
drug:amiloride,Amiloride,amiloride,ddinter
drug:aminolevulinic_acid,Aminolevulinic acid,aminolevulinic_acid,ddinter
drug:aminolevulinic_acid_topical,Aminolevulinic acid (topical),aminolevulinic_acid_topical,ddinter
drug:amobarbital,Amobarbital,amobarbital,ddinter
drug:amoxicillin,Amoxicillin,amoxicillin,ddinter
drug:ampicillin,Ampicillin,ampicillin,ddinter
drug:balsalazide,Balsalazide,balsalazide,ddinter
drug:bifidobacterium_longum_infantis,Bifidobacterium longum infantis,bifidobacterium_longum_infantis,ddinter
drug:bismuth_subcitrate_potassium,Bismuth subcitrate potassium,bismuth_subcitrate_potassium,ddinter
drug:bismuth_subgallate,Bismuth subgallate,bismuth_subgallate,ddinter
drug:bismuth_subsalicylate,Bismuth subsalicylate,bismuth_subsalicylate,ddinter
drug:butabarbital,Butabarbital,butabarbital,ddinter
drug:butalbital,Butalbital,butalbital,ddinter
drug:calcium_chloride,Calcium chloride,calcium_chloride,ddinter
drug:calcium_glucoheptonate,Calcium glucoheptonate,calcium_glucoheptonate,ddinter
drug:carbamazepine,Carbamazepine,carbamazepine,ddinter
drug:carbenicillin,Carbenicillin,carbenicillin,ddinter
drug:vibrio_cholerae_cvd_103_hgr_strain_live_antigen_live,Vibrio cholerae CVD 103-HgR strain live antigen (live),vibrio_cholerae_cvd_103_hgr_strain_live_antigen_live,ddinter
drug:cloxacillin,Cloxacillin,cloxacillin,ddinter
drug:colestipol,Colestipol,colestipol,ddinter
drug:collagenase_clostridium_histolyticum,Collagenase clostridium histolyticum,collagenase_clostridium_histolyticum,ddinter
drug:dicloxacillin,Dicloxacillin,dicloxacillin,ddinter
drug:ethotoin,Ethotoin,ethotoin,ddinter
drug:tetraferric_tricitrate_decahydrate,Tetraferric tricitrate decahydrate,tetraferric_tricitrate_decahydrate,ddinter
drug:indium_in_111_oxyquinoline,Indium In-111 oxyquinoline,indium_in_111_oxyquinoline,ddinter
drug:isosorbide,Isosorbide,isosorbide,ddinter
drug:lactobacillus_acidophilus,Lactobacillus acidophilus,lactobacillus_acidophilus,ddinter
drug:lanthanum_carbonate,Lanthanum carbonate,lanthanum_carbonate,ddinter
drug:magnesium_glycinate,Magnesium glycinate,magnesium_glycinate,ddinter
drug:mephenytoin,Mephenytoin,mephenytoin,ddinter
drug:methylphenobarbital,Methylphenobarbital,methylphenobarbital,ddinter
drug:meticillin,Meticillin,meticillin,ddinter
drug:methohexital,Methohexital,methohexital,ddinter
drug:methoxsalen,Methoxsalen,methoxsalen,ddinter
drug:methoxyflurane,Methoxyflurane,methoxyflurane,ddinter
drug:methyl_aminolevulinate_topical,Methyl aminolevulinate (topical),methyl_aminolevulinate_topical,ddinter
drug:mezlocillin,Mezlocillin,mezlocillin,ddinter
drug:mycophenolic_acid,Mycophenolic acid,mycophenolic_acid,ddinter
drug:nafcillin,Nafcillin,nafcillin,ddinter
drug:oxacillin,Oxacillin,oxacillin,ddinter
drug:benzylpenicillin,Benzylpenicillin,benzylpenicillin,ddinter
drug:benzylpenicillin_potassium,Benzylpenicillin (potassium),benzylpenicillin_potassium,ddinter
drug:benzylpenicillin_sodium,Benzylpenicillin (sodium),benzylpenicillin_sodium,ddinter
drug:phenoxymethylpenicillin,Phenoxymethylpenicillin,phenoxymethylpenicillin,ddinter
drug:pentobarbital,Pentobarbital,pentobarbital,ddinter
drug:phenobarbital,Phenobarbital,phenobarbital,ddinter
drug:piperacillin,Piperacillin,piperacillin,ddinter
drug:primidone,Primidone,primidone,ddinter
drug:quinapril,Quinapril,quinapril,ddinter
drug:rifabutin,Rifabutin,rifabutin,ddinter
drug:secobarbital,Secobarbital,secobarbital,ddinter
drug:sodium_acetate,Sodium acetate,sodium_acetate,ddinter
drug:sodium_citrate,Sodium citrate,sodium_citrate,ddinter
drug:lactic_acid,Lactic acid,lactic_acid,ddinter
drug:spironolactone,Spironolactone,spironolactone,ddinter
drug:iron_sucrose,Iron sucrose,iron_sucrose,ddinter
drug:thiopental,Thiopental,thiopental,ddinter
drug:ticarcillin,Ticarcillin,ticarcillin,ddinter
drug:tretinoin,Tretinoin,tretinoin,ddinter
drug:tromethamine,Tromethamine,tromethamine,ddinter
drug:typhoid_vaccine_live,Typhoid vaccine (live),typhoid_vaccine_live,ddinter
drug:verteporfin,Verteporfin,verteporfin,ddinter
drug:mesalazine,Mesalazine,mesalazine,ddinter
drug:olsalazine,Olsalazine,olsalazine,ddinter
drug:potassium_bicarbonate,Potassium bicarbonate,potassium_bicarbonate,ddinter
drug:potassium_gluconate,Potassium gluconate,potassium_gluconate,ddinter
drug:sulfasalazine,Sulfasalazine,sulfasalazine,ddinter
drug:vancomycin,Vancomycin,vancomycin,ddinter
drug:ketorolac_ophthalmic,Ketorolac (ophthalmic),ketorolac_ophthalmic,ddinter
drug:prednisolone_ophthalmic,Prednisolone (ophthalmic),prednisolone_ophthalmic,ddinter
drug:acyclovir,Acyclovir,acyclovir,ddinter
drug:clostridium_tetani_toxoid_antigen_formaldehyde_inactivated,Clostridium tetani toxoid antigen (formaldehyde inactivated),clostridium_tetani_toxoid_antigen_formaldehyde_inactivated,ddinter
drug:budesonide_nasal,Budesonide (nasal),budesonide_nasal,ddinter
drug:fidaxomicin,Fidaxomicin,fidaxomicin,ddinter
drug:adalimumab,Adalimumab,adalimumab,ddinter
drug:trastuzumab_emtansine,Trastuzumab emtansine,trastuzumab_emtansine,ddinter
drug:atenolol,Atenolol,atenolol,ddinter
drug:betaxolol,Betaxolol,betaxolol,ddinter
drug:betaxolol_ophthalmic,Betaxolol (ophthalmic),betaxolol_ophthalmic,ddinter
drug:bisoprolol,Bisoprolol,bisoprolol,ddinter
drug:carteolol,Carteolol,carteolol,ddinter
drug:carteolol_ophthalmic,Carteolol (ophthalmic),carteolol_ophthalmic,ddinter
drug:carvedilol,Carvedilol,carvedilol,ddinter
drug:cocaine_nasal,Cocaine (nasal),cocaine_nasal,ddinter
drug:cocaine_topical,Cocaine (topical),cocaine_topical,ddinter
drug:deserpidine,Deserpidine,deserpidine,ddinter
drug:desflurane,Desflurane,desflurane,ddinter
drug:desmopressin,Desmopressin,desmopressin,ddinter
drug:desvenlafaxine,Desvenlafaxine,desvenlafaxine,ddinter
drug:enflurane,Enflurane,enflurane,ddinter
drug:entacapone,Entacapone,entacapone,ddinter
drug:epoprostenol,Epoprostenol,epoprostenol,ddinter
drug:esmolol,Esmolol,esmolol,ddinter
drug:guanadrel,Guanadrel,guanadrel,ddinter
drug:iloprost,Iloprost,iloprost,ddinter
drug:isoflurane,Isoflurane,isoflurane,ddinter
drug:labetalol,Labetalol,labetalol,ddinter
drug:levobetaxolol_ophthalmic,Levobetaxolol (ophthalmic),levobetaxolol_ophthalmic,ddinter
drug:levobunolol_ophthalmic,Levobunolol (ophthalmic),levobunolol_ophthalmic,ddinter
drug:levodopa,Levodopa,levodopa,ddinter
drug:loxapine,Loxapine,loxapine,ddinter
drug:mecamylamine,Mecamylamine,mecamylamine,ddinter
drug:methyldopa,Methyldopa,methyldopa,ddinter
drug:metipranolol_ophthalmic,Metipranolol (ophthalmic),metipranolol_ophthalmic,ddinter
drug:metoprolol,Metoprolol,metoprolol,ddinter
drug:molindone,Molindone,molindone,ddinter
drug:nadolol,Nadolol,nadolol,ddinter
drug:nebivolol,Nebivolol,nebivolol,ddinter
drug:opicapone,Opicapone,opicapone,ddinter
drug:penbutolol,Penbutolol,penbutolol,ddinter
drug:pindolol,Pindolol,pindolol,ddinter
drug:propranolol,Propranolol,propranolol,ddinter
drug:rasagiline,Rasagiline,rasagiline,ddinter
drug:reserpine,Reserpine,reserpine,ddinter
drug:selexipag,Selexipag,selexipag,ddinter
drug:tapentadol,Tapentadol,tapentadol,ddinter
drug:thiothixene,Thiothixene,thiothixene,ddinter
drug:timolol,Timolol,timolol,ddinter
drug:timolol_ophthalmic,Timolol (ophthalmic),timolol_ophthalmic,ddinter
drug:tolcapone,Tolcapone,tolcapone,ddinter
drug:treprostinil,Treprostinil,treprostinil,ddinter
drug:antihemophilic_factor_human_recombinant,"Antihemophilic factor, human recombinant",antihemophilic_factor_human_recombinant,ddinter
drug:pegvaliase,Pegvaliase,pegvaliase,ddinter
drug:flunisolide,Flunisolide,flunisolide,ddinter
drug:afatinib,Afatinib,afatinib,ddinter
drug:chenodeoxycholic_acid,Chenodeoxycholic acid,chenodeoxycholic_acid,ddinter
drug:tegaserod,Tegaserod,tegaserod,ddinter
drug:agalsidase_beta,Agalsidase beta,agalsidase_beta,ddinter
drug:migalastat,Migalastat,migalastat,ddinter
drug:human_adenovirus_e_serotype_4_strain_cl_68578_antigen,Human adenovirus e serotype 4 strain cl-68578 antigen,human_adenovirus_e_serotype_4_strain_cl_68578_antigen,ddinter
drug:aldesleukin,Aldesleukin,aldesleukin,ddinter
drug:alefacept,Alefacept,alefacept,ddinter
drug:alemtuzumab,Alemtuzumab,alemtuzumab,ddinter
drug:aliskiren,Aliskiren,aliskiren,ddinter
drug:ambenonium,Ambenonium,ambenonium,ddinter
drug:amifampridine,Amifampridine,amifampridine,ddinter
drug:amlodipine,Amlodipine,amlodipine,ddinter
drug:anakinra,Anakinra,anakinra,ddinter
drug:anthrax_vaccine,Anthrax vaccine,anthrax_vaccine,ddinter
drug:atezolizumab,Atezolizumab,atezolizumab,ddinter
drug:azilsartan_medoxomil,Azilsartan medoxomil,azilsartan_medoxomil,ddinter
drug:baricitinib,Baricitinib,baricitinib,ddinter
drug:bacillus_calmette_guerin_substrain_tice_live_antigen,Bacillus calmette-guerin substrain tice live antigen,bacillus_calmette_guerin_substrain_tice_live_antigen,ddinter
drug:bempedoic_acid,Bempedoic acid,bempedoic_acid,ddinter
drug:benazepril,Benazepril,benazepril,ddinter
drug:bexarotene,Bexarotene,bexarotene,ddinter
drug:boceprevir,Boceprevir,boceprevir,ddinter
drug:bosentan,Bosentan,bosentan,ddinter
drug:bromfenac,Bromfenac,bromfenac,ddinter
drug:canakinumab,Canakinumab,canakinumab,ddinter
drug:candida_albicans,Candida albicans,candida_albicans,ddinter
drug:captopril,Captopril,captopril,ddinter
drug:frangula_purshiana_bark,Frangula purshiana bark,frangula_purshiana_bark,ddinter
drug:celecoxib,Celecoxib,celecoxib,ddinter
drug:cemiplimab,Cemiplimab,cemiplimab,ddinter
drug:cenobamate,Cenobamate,cenobamate,ddinter
drug:certolizumab_pegol,Certolizumab pegol,certolizumab_pegol,ddinter
drug:vibrio_cholerae_cvd_103_hgr_strain_live_antigen,Vibrio cholerae CVD 103-HgR strain live antigen,vibrio_cholerae_cvd_103_hgr_strain_live_antigen,ddinter
drug:cholestyramine,Cholestyramine,cholestyramine,ddinter
drug:cladribine,Cladribine,cladribine,ddinter
drug:clevidipine,Clevidipine,clevidipine,ddinter
drug:clonidine,Clonidine,clonidine,ddinter
drug:cobicistat,Cobicistat,cobicistat,ddinter
drug:coccidioides_immitis_spherule,Coccidioides immitis spherule,coccidioides_immitis_spherule,ddinter
drug:colesevelam,Colesevelam,colesevelam,ddinter
drug:denosumab,Denosumab,denosumab,ddinter
drug:desirudin,Desirudin,desirudin,ddinter
drug:diflunisal,Diflunisal,diflunisal,ddinter
drug:diltiazem,Diltiazem,diltiazem,ddinter
drug:dimethyl_fumarate,Dimethyl fumarate,dimethyl_fumarate,ddinter
drug:dinutuximab,Dinutuximab,dinutuximab,ddinter
drug:diroximel_fumarate,Diroximel fumarate,diroximel_fumarate,ddinter
drug:doxazosin,Doxazosin,doxazosin,ddinter
drug:durvalumab,Durvalumab,durvalumab,ddinter
drug:duvelisib,Duvelisib,duvelisib,ddinter
drug:edrophonium,Edrophonium,edrophonium,ddinter
drug:efalizumab,Efalizumab,efalizumab,ddinter
drug:enalapril,Enalapril,enalapril,ddinter
drug:eplerenone,Eplerenone,eplerenone,ddinter
drug:eprosartan,Eprosartan,eprosartan,ddinter
drug:etanercept,Etanercept,etanercept,ddinter
drug:felodipine,Felodipine,felodipine,ddinter
drug:fenoldopam,Fenoldopam,fenoldopam,ddinter
drug:fluoxymesterone,Fluoxymesterone,fluoxymesterone,ddinter
drug:fosinopril,Fosinopril,fosinopril,ddinter
drug:gallium_chloride_ga_67,Gallium chloride Ga-67,gallium_chloride_ga_67,ddinter
drug:golimumab,Golimumab,golimumab,ddinter
drug:guanabenz,Guanabenz,guanabenz,ddinter
drug:guanfacine,Guanfacine,guanfacine,ddinter
drug:hepatitis_a_vaccine,Hepatitis A Vaccine,hepatitis_a_vaccine,ddinter
drug:hepatitis_b_vaccine_recombinant,Hepatitis B Vaccine (Recombinant),hepatitis_b_vaccine_recombinant,ddinter
drug:human_papillomavirus_type_11_l1_capsid_protein_antigen,Human papillomavirus type 11 L1 capsid protein antigen,human_papillomavirus_type_11_l1_capsid_protein_antigen,ddinter
drug:hyaluronidase,Hyaluronidase,hyaluronidase,ddinter
drug:hydralazine,Hydralazine,hydralazine,ddinter
drug:imatinib,Imatinib,imatinib,ddinter
drug:infliximab,Infliximab,infliximab,ddinter
drug:influenza_a_virus_a_california_7_2009_h1n1_like_antigen_propiolactone_inactivated,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),influenza_a_virus_a_california_7_2009_h1n1_like_antigen_propiolactone_inactivated,ddinter
