drug_id,name,normalized_name,source
drug:influenza_a_virus_a_vietnam_1194_2004_h5n1_antigen_formaldehyde_inactivated,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),influenza_a_virus_a_vietnam_1194_2004_h5n1_antigen_formaldehyde_inactivated,ddinter
drug:iohexol,Iohexol,iohexol,ddinter
drug:iopamidol,Iopamidol,iopamidol,ddinter
drug:ipilimumab,Ipilimumab,ipilimumab,ddinter
drug:irbesartan,Irbesartan,irbesartan,ddinter
drug:isavuconazonium,Isavuconazonium,isavuconazonium,ddinter
drug:isradipine,Isradipine,isradipine,ddinter
drug:ivacaftor,Ivacaftor,ivacaftor,ddinter
drug:larotrectinib,Larotrectinib,larotrectinib,ddinter
drug:letermovir,Letermovir,letermovir,ddinter
drug:levamlodipine,Levamlodipine,levamlodipine,ddinter
drug:licorice,Licorice,licorice,ddinter
drug:lisinopril,Lisinopril,lisinopril,ddinter
drug:lonafarnib,Lonafarnib,lonafarnib,ddinter
drug:lorlatinib,Lorlatinib,lorlatinib,ddinter
drug:losartan,Losartan,losartan,ddinter
drug:lusutrombopag,Lusutrombopag,lusutrombopag,ddinter
drug:lyme_disease_vaccine_recombinant_ospa,Lyme disease vaccine (recombinant OspA),lyme_disease_vaccine_recombinant_ospa,ddinter
drug:macimorelin,Macimorelin,macimorelin,ddinter
drug:measles_virus_vaccine_live_attenuated,Measles virus vaccine live attenuated,measles_virus_vaccine_live_attenuated,ddinter
drug:meloxicam,Meloxicam,meloxicam,ddinter
drug:meningococcal_polysaccharide_vaccine_group_c,Meningococcal polysaccharide vaccine group C,meningococcal_polysaccharide_vaccine_group_c,ddinter
drug:methyltestosterone,Methyltestosterone,methyltestosterone,ddinter
drug:minoxidil,Minoxidil,minoxidil,ddinter
drug:moexipril,Moexipril,moexipril,ddinter
drug:monomethyl_fumarate,Monomethyl fumarate,monomethyl_fumarate,ddinter
drug:mumps_virus_strain_b_level_jeryl_lynn_live_antigen,Mumps virus strain B level jeryl lynn live antigen,mumps_virus_strain_b_level_jeryl_lynn_live_antigen,ddinter
drug:natalizumab,Natalizumab,natalizumab,ddinter
drug:nefazodone,Nefazodone,nefazodone,ddinter
drug:neostigmine,Neostigmine,neostigmine,ddinter
drug:nicardipine,Nicardipine,nicardipine,ddinter
drug:nisoldipine,Nisoldipine,nisoldipine,ddinter
drug:nitroprusside,Nitroprusside,nitroprusside,ddinter
drug:nivolumab,Nivolumab,nivolumab,ddinter
drug:ocrelizumab,Ocrelizumab,ocrelizumab,ddinter
drug:olmesartan,Olmesartan,olmesartan,ddinter
drug:oxandrolone,Oxandrolone,oxandrolone,ddinter
drug:oxcarbazepine,Oxcarbazepine,oxcarbazepine,ddinter
drug:oxymetholone,Oxymetholone,oxymetholone,ddinter
drug:pembrolizumab,Pembrolizumab,pembrolizumab,ddinter
drug:perindopril,Perindopril,perindopril,ddinter
drug:phenylbutazone,Phenylbutazone,phenylbutazone,ddinter
drug:poliovirus_type_1_antigen_formaldehyde_inactivated,Poliovirus type 1 antigen (formaldehyde inactivated),poliovirus_type_1_antigen_formaldehyde_inactivated,ddinter
drug:prazosin,Prazosin,prazosin,ddinter
drug:pyridostigmine,Pyridostigmine,pyridostigmine,ddinter
drug:ramipril,Ramipril,ramipril,ddinter
drug:rilonacept,Rilonacept,rilonacept,ddinter
drug:rofecoxib,Rofecoxib,rofecoxib,ddinter
drug:roflumilast,Roflumilast,roflumilast,ddinter
drug:romosozumab,Romosozumab,romosozumab,ddinter
drug:rotavirus_vaccine,Rotavirus vaccine,rotavirus_vaccine,ddinter
drug:rubella_virus_vaccine,Rubella virus vaccine,rubella_virus_vaccine,ddinter
drug:rufinamide,Rufinamide,rufinamide,ddinter
drug:pfizer_biontech_covid_19_vaccine,Pfizer-BioNTech Covid-19 Vaccine,pfizer_biontech_covid_19_vaccine,ddinter
drug:sipuleucel_t,Sipuleucel-T,sipuleucel_t,ddinter
drug:smallpox_vaccinia_vaccine_live,"Smallpox (Vaccinia) Vaccine, Live",smallpox_vaccinia_vaccine_live,ddinter
drug:iodide_i_123,Iodide I-123,iodide_i_123,ddinter
drug:iodide_i_131,Iodide I-131,iodide_i_131,ddinter
drug:phenylbutyric_acid,Phenylbutyric acid,phenylbutyric_acid,ddinter
drug:stanozolol,Stanozolol,stanozolol,ddinter
drug:talimogene_laherparepvec,Talimogene laherparepvec,talimogene_laherparepvec,ddinter
drug:tazemetostat,Tazemetostat,tazemetostat,ddinter
drug:telaprevir,Telaprevir,telaprevir,ddinter
drug:telbivudine,Telbivudine,telbivudine,ddinter
drug:telmisartan,Telmisartan,telmisartan,ddinter
drug:telotristat_ethyl,Telotristat ethyl,telotristat_ethyl,ddinter
drug:terazosin,Terazosin,terazosin,ddinter
drug:testosterone,Testosterone,testosterone,ddinter
drug:testosterone_topical,Testosterone (topical),testosterone_topical,ddinter
drug:ticlopidine,Ticlopidine,ticlopidine,ddinter
drug:tofacitinib,Tofacitinib,tofacitinib,ddinter
drug:trandolapril,Trandolapril,trandolapril,ddinter
drug:trichophyton_mentagrophytes,Trichophyton mentagrophytes,trichophyton_mentagrophytes,ddinter
drug:trimethaphan,Trimethaphan,trimethaphan,ddinter
drug:troleandomycin,Troleandomycin,troleandomycin,ddinter
drug:tuberculin_purified_protein_derivative,Tuberculin purified protein derivative,tuberculin_purified_protein_derivative,ddinter
drug:tucatinib,Tucatinib,tucatinib,ddinter
drug:typhoid_vaccine_inactivated,Typhoid vaccine (inactivated),typhoid_vaccine_inactivated,ddinter
drug:upadacitinib,Upadacitinib,upadacitinib,ddinter
drug:ustekinumab,Ustekinumab,ustekinumab,ddinter
drug:valdecoxib,Valdecoxib,valdecoxib,ddinter
drug:valsartan,Valsartan,valsartan,ddinter
drug:varicella_zoster_vaccine_recombinant,Varicella Zoster Vaccine (Recombinant),varicella_zoster_vaccine_recombinant,ddinter
drug:verapamil,Verapamil,verapamil,ddinter
drug:vigabatrin,Vigabatrin,vigabatrin,ddinter
drug:vitamin_e,Vitamin E,vitamin_e,ddinter
drug:voxelotor,Voxelotor,voxelotor,ddinter
drug:yellow_fever_vaccine,Yellow Fever Vaccine,yellow_fever_vaccine,ddinter
drug:zinc_chloride,Zinc chloride,zinc_chloride,ddinter
drug:loratadine,Loratadine,loratadine,ddinter
drug:albendazole,Albendazole,albendazole,ddinter
drug:metronidazole_topical,Metronidazole (topical),metronidazole_topical,ddinter
drug:alectinib,Alectinib,alectinib,ddinter
drug:cholecalciferol,Cholecalciferol,cholecalciferol,ddinter
drug:calcifediol,Calcifediol,calcifediol,ddinter
drug:calcipotriol_topical,Calcipotriol (topical),calcipotriol_topical,ddinter
drug:calcitriol,Calcitriol,calcitriol,ddinter
drug:dihydrotachysterol,Dihydrotachysterol,dihydrotachysterol,ddinter
drug:doxercalciferol,Doxercalciferol,doxercalciferol,ddinter
drug:erdafitinib,Erdafitinib,erdafitinib,ddinter
drug:ergocalciferol,Ergocalciferol,ergocalciferol,ddinter
drug:felbamate,Felbamate,felbamate,ddinter
drug:paricalcitol,Paricalcitol,paricalcitol,ddinter
drug:sevelamer,Sevelamer,sevelamer,ddinter
drug:alfentanil,Alfentanil,alfentanil,ddinter
drug:fondaparinux,Fondaparinux,fondaparinux,ddinter
drug:fosfomycin,Fosfomycin,fosfomycin,ddinter
drug:frovatriptan,Frovatriptan,frovatriptan,ddinter
drug:gabapentin,Gabapentin,gabapentin,ddinter
drug:gallium_nitrate,Gallium nitrate,gallium_nitrate,ddinter
drug:ganciclovir,Ganciclovir,ganciclovir,ddinter
drug:gemfibrozil,Gemfibrozil,gemfibrozil,ddinter
drug:phenyltoloxamine,Phenyltoloxamine,phenyltoloxamine,ddinter
drug:nitazoxanide,Nitazoxanide,nitazoxanide,ddinter
drug:zonisamide,Zonisamide,zonisamide,ddinter
drug:cetirizine,Cetirizine,cetirizine,ddinter
drug:allopurinol,Allopurinol,allopurinol,ddinter
drug:almotriptan,Almotriptan,almotriptan,ddinter
drug:cephalexin,Cephalexin,cephalexin,ddinter
drug:daclatasvir,Daclatasvir,daclatasvir,ddinter
drug:dalfampridine,Dalfampridine,dalfampridine,ddinter
drug:diatrizoate,Diatrizoate,diatrizoate,ddinter
drug:diamorphine,Diamorphine,diamorphine,ddinter
drug:iodipamide,Iodipamide,iodipamide,ddinter
drug:iodixanol,Iodixanol,iodixanol,ddinter
drug:iopromide,Iopromide,iopromide,ddinter
drug:iothalamic_acid,Iothalamic acid,iothalamic_acid,ddinter
drug:ioversol,Ioversol,ioversol,ddinter
drug:ioxilan,Ioxilan,ioxilan,ddinter
drug:lamotrigine,Lamotrigine,lamotrigine,ddinter
drug:olaparib,Olaparib,olaparib,ddinter
drug:ospemifene,Ospemifene,ospemifene,ddinter
drug:risdiplam,Risdiplam,risdiplam,ddinter
drug:tafenoquine,Tafenoquine,tafenoquine,ddinter
drug:topiramate,Topiramate,topiramate,ddinter
drug:trimethoprim,Trimethoprim,trimethoprim,ddinter
drug:aminoglutethimide,Aminoglutethimide,aminoglutethimide,ddinter
drug:pregabalin,Pregabalin,pregabalin,ddinter
drug:ripretinib,Ripretinib,ripretinib,ddinter
drug:vilazodone,Vilazodone,vilazodone,ddinter
drug:givosiran,Givosiran,givosiran,ddinter
drug:mexiletine,Mexiletine,mexiletine,ddinter
drug:niclosamide,Niclosamide,niclosamide,ddinter
drug:thiabendazole,Thiabendazole,thiabendazole,ddinter
drug:zileuton,Zileuton,zileuton,ddinter
drug:rifaximin,Rifaximin,rifaximin,ddinter
drug:coagulation_factor_ix_human,Coagulation Factor IX Human,coagulation_factor_ix_human,ddinter
drug:alprazolam,Alprazolam,alprazolam,ddinter
drug:teduglutide,Teduglutide,teduglutide,ddinter
drug:alprostadil,Alprostadil,alprostadil,ddinter
drug:sapropterin,Sapropterin,sapropterin,ddinter
drug:sumatriptan,Sumatriptan,sumatriptan,ddinter
drug:tetracaine_ophthalmic,Tetracaine (ophthalmic),tetracaine_ophthalmic,ddinter
drug:alteplase,Alteplase,alteplase,ddinter
drug:altretamine,Altretamine,altretamine,ddinter
drug:pyridoxine,Pyridoxine,pyridoxine,ddinter
drug:butorphanol,Butorphanol,butorphanol,ddinter
drug:dezocine,Dezocine,dezocine,ddinter
drug:hydrocodone,Hydrocodone,hydrocodone,ddinter
drug:hydromorphone,Hydromorphone,hydromorphone,ddinter
drug:levorphanol,Levorphanol,levorphanol,ddinter
drug:meperidine,Meperidine,meperidine,ddinter
drug:methylnaltrexone,Methylnaltrexone,methylnaltrexone,ddinter
drug:nalbuphine,Nalbuphine,nalbuphine,ddinter
drug:oxycodone,Oxycodone,oxycodone,ddinter
drug:oxymorphone,Oxymorphone,oxymorphone,ddinter
drug:pentazocine,Pentazocine,pentazocine,ddinter
drug:venetoclax,Venetoclax,venetoclax,ddinter
drug:amantadine,Amantadine,amantadine,ddinter
drug:diclofenac_topical,Diclofenac (topical),diclofenac_topical,ddinter
drug:lidocaine_topical,Lidocaine (topical),lidocaine_topical,ddinter
drug:human_botulinum_neurotoxin_a_b_immune_globulin,Human botulinum neurotoxin A/B immune globulin,human_botulinum_neurotoxin_a_b_immune_globulin,ddinter
drug:chlorambucil,Chlorambucil,chlorambucil,ddinter
drug:cidofovir,Cidofovir,cidofovir,ddinter
drug:cyclophosphamide,Cyclophosphamide,cyclophosphamide,ddinter
drug:human_cytomegalovirus_immune_globulin,Human cytomegalovirus immune globulin,human_cytomegalovirus_immune_globulin,ddinter
drug:etidronic_acid,Etidronic acid,etidronic_acid,ddinter
drug:flucytosine,Flucytosine,flucytosine,ddinter
drug:ibandronate,Ibandronate,ibandronate,ddinter
drug:ifosfamide,Ifosfamide,ifosfamide,ddinter
drug:human_immunoglobulin_g_intravenous,Human immunoglobulin G (intravenous),human_immunoglobulin_g_intravenous,ddinter
drug:human_immunoglobulin_g_intravenous_and_subcutaneous,Human immunoglobulin G (intravenous and subcutaneous),human_immunoglobulin_g_intravenous_and_subcutaneous,ddinter
drug:inotersen,Inotersen,inotersen,ddinter
drug:melphalan,Melphalan,melphalan,ddinter
drug:micafungin,Micafungin,micafungin,ddinter
drug:pamidronic_acid,Pamidronic acid,pamidronic_acid,ddinter
drug:radium_ra_223_dichloride,Radium Ra 223 dichloride,radium_ra_223_dichloride,ddinter
drug:human_rho_d_immune_globulin,Human Rho(D) immune globulin,human_rho_d_immune_globulin,ddinter
drug:sodium_phosphate_monobasic_p32,"Sodium phosphate, monobasic (p32)",sodium_phosphate_monobasic_p32,ddinter
drug:strontium_chloride_sr_89,Strontium chloride Sr-89,strontium_chloride_sr_89,ddinter
drug:uracil_mustard,Uracil mustard,uracil_mustard,ddinter
drug:valganciclovir,Valganciclovir,valganciclovir,ddinter
drug:zoledronic_acid,Zoledronic acid,zoledronic_acid,ddinter
drug:ambrisentan,Ambrisentan,ambrisentan,ddinter
drug:amifostine,Amifostine,amifostine,ddinter
drug:neomycin_topical,Neomycin (topical),neomycin_topical,ddinter
drug:doxycycline_topical,Doxycycline (topical),doxycycline_topical,ddinter
drug:minocycline_topical,Minocycline (topical),minocycline_topical,ddinter
drug:tetracycline_topical,Tetracycline (topical),tetracycline_topical,ddinter
drug:aminosalicylic_acid,Aminosalicylic acid,aminosalicylic_acid,ddinter
drug:chlordiazepoxide,Chlordiazepoxide,chlordiazepoxide,ddinter
drug:atorvastatin,Atorvastatin,atorvastatin,ddinter
drug:demeclocycline,Demeclocycline,demeclocycline,ddinter
drug:oxytetracycline,Oxytetracycline,oxytetracycline,ddinter
drug:sarecycline,Sarecycline,sarecycline,ddinter
drug:clavulanic_acid,Clavulanic acid,clavulanic_acid,ddinter
drug:glutamic_acid,Glutamic acid,glutamic_acid,ddinter
drug:arbutamine,Arbutamine,arbutamine,ddinter
drug:azatadine,Azatadine,azatadine,ddinter
drug:belladonna,Belladonna,belladonna,ddinter
drug:benzatropine,Benzatropine,benzatropine,ddinter
drug:bethanechol,Bethanechol,bethanechol,ddinter
drug:biperiden,Biperiden,biperiden,ddinter
drug:brexanolone,Brexanolone,brexanolone,ddinter
drug:brompheniramine,Brompheniramine,brompheniramine,ddinter
drug:carbamoylcholine_ophthalmic,Carbamoylcholine (ophthalmic),carbamoylcholine_ophthalmic,ddinter
drug:carbinoxamine,Carbinoxamine,carbinoxamine,ddinter
drug:cevimeline,Cevimeline,cevimeline,ddinter
drug:chlorcyclizine,Chlorcyclizine,chlorcyclizine,ddinter
drug:clemastine,Clemastine,clemastine,ddinter
drug:cyclizine,Cyclizine,cyclizine,ddinter
drug:cyclobenzaprine,Cyclobenzaprine,cyclobenzaprine,ddinter
drug:cyproheptadine,Cyproheptadine,cyproheptadine,ddinter
drug:darifenacin,Darifenacin,darifenacin,ddinter
drug:demecarium_ophthalmic,Demecarium (ophthalmic),demecarium_ophthalmic,ddinter
drug:dexbrompheniramine,Dexbrompheniramine,dexbrompheniramine,ddinter
drug:dimenhydrinate,Dimenhydrinate,dimenhydrinate,ddinter
drug:diphenhydramine,Diphenhydramine,diphenhydramine,ddinter
drug:doxylamine,Doxylamine,doxylamine,ddinter
drug:echothiophate_ophthalmic,Echothiophate (ophthalmic),echothiophate_ophthalmic,ddinter
drug:fesoterodine,Fesoterodine,fesoterodine,ddinter
drug:flavoxate,Flavoxate,flavoxate,ddinter
drug:guanidine,Guanidine,guanidine,ddinter
drug:ipratropium,Ipratropium,ipratropium,ddinter
drug:ipratropium_nasal,Ipratropium (nasal),ipratropium_nasal,ddinter
drug:isoflurophate_ophthalmic,Isoflurophate (ophthalmic),isoflurophate_ophthalmic,ddinter
drug:meclizine,Meclizine,meclizine,ddinter
drug:nitrofurantoin,Nitrofurantoin,nitrofurantoin,ddinter
drug:nitroglycerin,Nitroglycerin,nitroglycerin,ddinter
drug:olopatadine_nasal,Olopatadine (nasal),olopatadine_nasal,ddinter
drug:orphenadrine,Orphenadrine,orphenadrine,ddinter
drug:oxybutynin,Oxybutynin,oxybutynin,ddinter
drug:phenindamine,Phenindamine,phenindamine,ddinter
drug:phenylephrine_ophthalmic,Phenylephrine (ophthalmic),phenylephrine_ophthalmic,ddinter
drug:physostigmine_ophthalmic,Physostigmine (ophthalmic),physostigmine_ophthalmic,ddinter
drug:pilocarpine,Pilocarpine,pilocarpine,ddinter
drug:pilocarpine_ophthalmic,Pilocarpine (ophthalmic),pilocarpine_ophthalmic,ddinter
drug:procyclidine,Procyclidine,procyclidine,ddinter
drug:mepyramine,Mepyramine,mepyramine,ddinter
drug:remifentanil,Remifentanil,remifentanil,ddinter
drug:revefenacin,Revefenacin,revefenacin,ddinter
drug:botulinum_toxin_type_b,Botulinum Toxin Type B,botulinum_toxin_type_b,ddinter
drug:secretin_human,Secretin human,secretin_human,ddinter
drug:sufentanil,Sufentanil,sufentanil,ddinter
drug:tiotropium,Tiotropium,tiotropium,ddinter
drug:tolterodine,Tolterodine,tolterodine,ddinter
drug:trihexyphenidyl,Trihexyphenidyl,trihexyphenidyl,ddinter
drug:tripelennamine,Tripelennamine,tripelennamine,ddinter
drug:triprolidine,Triprolidine,triprolidine,ddinter
drug:umeclidinium,Umeclidinium,umeclidinium,ddinter
drug:omega_3_fatty_acids,Omega-3 fatty acids,omega_3_fatty_acids,ddinter
drug:misoprostol,Misoprostol,misoprostol,ddinter
drug:apraclonidine,Apraclonidine,apraclonidine,ddinter
drug:brimonidine_ophthalmic,Brimonidine (ophthalmic),brimonidine_ophthalmic,ddinter
drug:brimonidine_topical,Brimonidine (topical),brimonidine_topical,ddinter
drug:cabozantinib,Cabozantinib,cabozantinib,ddinter
drug:elagolix,Elagolix,elagolix,ddinter
drug:esketamine,Esketamine,esketamine,ddinter
drug:ibrutinib,Ibrutinib,ibrutinib,ddinter
drug:istradefylline,Istradefylline,istradefylline,ddinter
drug:levocetirizine,Levocetirizine,levocetirizine,ddinter
drug:perflutren,Perflutren,perflutren,ddinter
drug:ulipristal,Ulipristal,ulipristal,ddinter
drug:prilocaine_topiclal,Prilocaine (topiclal),prilocaine_topiclal,ddinter
drug:fenofibrate,Fenofibrate,fenofibrate,ddinter
drug:antithrombin_iii_human,Antithrombin III human,antithrombin_iii_human,ddinter
drug:antithrombin_alfa,Antithrombin Alfa,antithrombin_alfa,ddinter
drug:antilymphocyte_immunoglobulin_horse,Antilymphocyte immunoglobulin (horse),antilymphocyte_immunoglobulin_horse,ddinter
drug:antithymocyte_immunoglobulin_rabbit,Antithymocyte immunoglobulin (rabbit),antithymocyte_immunoglobulin_rabbit,ddinter
drug:homatropine,Homatropine,homatropine,ddinter
drug:apixaban,Apixaban,apixaban,ddinter
drug:amyl_nitrite,Amyl Nitrite,amyl_nitrite,ddinter
drug:blinatumomab,Blinatumomab,blinatumomab,ddinter
drug:cefiderocol,Cefiderocol,cefiderocol,ddinter
drug:chloral_hydrate,Chloral hydrate,chloral_hydrate,ddinter
drug:chlormezanone,Chlormezanone,chlormezanone,ddinter
drug:clobazam,Clobazam,clobazam,ddinter
drug:clonazepam,Clonazepam,clonazepam,ddinter
drug:clorazepic_acid,Clorazepic acid,clorazepic_acid,ddinter
drug:cycloserine,Cycloserine,cycloserine,ddinter
drug:diazepam,Diazepam,diazepam,ddinter
drug:valproic_acid,Valproic acid,valproic_acid,ddinter
drug:ertapenem,Ertapenem,ertapenem,ddinter
drug:estazolam,Estazolam,estazolam,ddinter
drug:eszopiclone,Eszopiclone,eszopiclone,ddinter
drug:ethchlorvynol,Ethchlorvynol,ethchlorvynol,ddinter
drug:flurazepam,Flurazepam,flurazepam,ddinter
drug:ginkgo_biloba,Ginkgo biloba,ginkgo_biloba,ddinter
drug:halazepam,Halazepam,halazepam,ddinter
drug:interferon_alfa_2a_recombinant,"Interferon alfa-2a, Recombinant",interferon_alfa_2a_recombinant,ddinter
drug:interferon_alfa_2b,Interferon alfa-2b,interferon_alfa_2b,ddinter
drug:interferon_alfa_n1,Interferon alfa-n1,interferon_alfa_n1,ddinter
drug:interferon_alfa_n3,Interferon alfa-n3,interferon_alfa_n3,ddinter
drug:interferon_alfacon_1,Interferon alfacon-1,interferon_alfacon_1,ddinter
drug:interferon_gamma_1b,Interferon gamma-1b,interferon_gamma_1b,ddinter
drug:iobenguane_i_131,Iobenguane (I-131),iobenguane_i_131,ddinter
drug:ioflupane_i_123,Ioflupane I-123,ioflupane_i_123,ddinter
drug:isosorbide_dinitrate,Isosorbide dinitrate,isosorbide_dinitrate,ddinter
drug:isosorbide_mononitrate,Isosorbide mononitrate,isosorbide_mononitrate,ddinter
drug:lindane,Lindane,lindane,ddinter
drug:lorazepam,Lorazepam,lorazepam,ddinter
drug:meprobamate,Meprobamate,meprobamate,ddinter
drug:meropenem,Meropenem,meropenem,ddinter
drug:muromonab,Muromonab,muromonab,ddinter
drug:nelarabine,Nelarabine,nelarabine,ddinter
drug:nimodipine,Nimodipine,nimodipine,ddinter
drug:oxamniquine,Oxamniquine,oxamniquine,ddinter
drug:oxazepam,Oxazepam,oxazepam,ddinter
drug:paraldehyde,Paraldehyde,paraldehyde,ddinter
drug:paroxetine,Paroxetine,paroxetine,ddinter
drug:peginterferon_alfa_2a,Peginterferon alfa-2a,peginterferon_alfa_2a,ddinter
drug:peginterferon_alfa_2b,Peginterferon alfa-2b,peginterferon_alfa_2b,ddinter
drug:pemoline,Pemoline,pemoline,ddinter
drug:phenoxybenzamine,Phenoxybenzamine,phenoxybenzamine,ddinter
drug:phentolamine,Phentolamine,phentolamine,ddinter
drug:piperazine,Piperazine,piperazine,ddinter
drug:pirfenidone,Pirfenidone,pirfenidone,ddinter
drug:quazepam,Quazepam,quazepam,ddinter
drug:remimazolam,Remimazolam,remimazolam,ddinter
drug:rimantadine,Rimantadine,rimantadine,ddinter
drug:silodosin,Silodosin,silodosin,ddinter
drug:sodium_oxybate,Sodium oxybate,sodium_oxybate,ddinter
drug:tamsulosin,Tamsulosin,tamsulosin,ddinter
drug:temazepam,Temazepam,temazepam,ddinter
drug:thiotepa,Thiotepa,thiotepa,ddinter
drug:vortioxetine,Vortioxetine,vortioxetine,ddinter
drug:zaleplon,Zaleplon,zaleplon,ddinter
drug:zolpidem,Zolpidem,zolpidem,ddinter
drug:apremilast,Apremilast,apremilast,ddinter
drug:avanafil,Avanafil,avanafil,ddinter
drug:avapritinib,Avapritinib,avapritinib,ddinter
drug:bupivacaine,Bupivacaine,bupivacaine,ddinter
drug:buspirone,Buspirone,buspirone,ddinter
drug:busulfan,Busulfan,busulfan,ddinter
drug:cabazitaxel,Cabazitaxel,cabazitaxel,ddinter
drug:cerivastatin,Cerivastatin,cerivastatin,ddinter
drug:chloramphenicol,Chloramphenicol,chloramphenicol,ddinter
drug:cilostazol,Cilostazol,cilostazol,ddinter
drug:cobimetinib,Cobimetinib,cobimetinib,ddinter
drug:colchicine,Colchicine,colchicine,ddinter
drug:dapsone,Dapsone,dapsone,ddinter
drug:darolutamide,Darolutamide,darolutamide,ddinter
drug:docetaxel,Docetaxel,docetaxel,ddinter
drug:doravirine,Doravirine,doravirine,ddinter
drug:dutasteride,Dutasteride,dutasteride,ddinter
drug:eletriptan,Eletriptan,eletriptan,ddinter
drug:eslicarbazepine,Eslicarbazepine,eslicarbazepine,ddinter
drug:ethosuximide,Ethosuximide,ethosuximide,ddinter
drug:etoposide,Etoposide,etoposide,ddinter
drug:fluticasone,Fluticasone,fluticasone,ddinter
drug:fluticasone_nasal,Fluticasone (nasal),fluticasone_nasal,ddinter
drug:fluvastatin,Fluvastatin,fluvastatin,ddinter
drug:griseofulvin,Griseofulvin,griseofulvin,ddinter
drug:irinotecan,Irinotecan,irinotecan,ddinter
drug:irinotecan_liposomal,Irinotecan (liposomal),irinotecan_liposomal,ddinter
drug:ivermectin,Ivermectin,ivermectin,ddinter
drug:ixabepilone,Ixabepilone,ixabepilone,ddinter
drug:lesinurad,Lesinurad,lesinurad,ddinter
drug:letrozole,Letrozole,letrozole,ddinter
drug:levobupivacaine,Levobupivacaine,levobupivacaine,ddinter
drug:lovastatin,Lovastatin,lovastatin,ddinter
drug:lurbinectedin,Lurbinectedin,lurbinectedin,ddinter
drug:macitentan,Macitentan,macitentan,ddinter
drug:maraviroc,Maraviroc,maraviroc,ddinter
drug:mirabegron,Mirabegron,mirabegron,ddinter
drug:mitotane,Mitotane,mitotane,ddinter
drug:paclitaxel_protein_bound,Paclitaxel (protein-bound),paclitaxel_protein_bound,ddinter
drug:palbociclib,Palbociclib,palbociclib,ddinter
drug:pemigatinib,Pemigatinib,pemigatinib,ddinter
drug:pimecrolimus_topical,Pimecrolimus (topical),pimecrolimus_topical,ddinter
drug:polatuzumab_vedotin,Polatuzumab vedotin,polatuzumab_vedotin,ddinter
drug:pralsetinib,Pralsetinib,pralsetinib,ddinter
drug:retapamulin_topical,Retapamulin (topical),retapamulin_topical,ddinter
drug:rimegepant,Rimegepant,rimegepant,ddinter
drug:rivaroxaban,Rivaroxaban,rivaroxaban,ddinter
drug:ropivacaine,Ropivacaine,ropivacaine,ddinter
drug:ruxolitinib,Ruxolitinib,ruxolitinib,ddinter
drug:selumetinib,Selumetinib,selumetinib,ddinter
drug:sildenafil,Sildenafil,sildenafil,ddinter
drug:sulfinpyrazone,Sulfinpyrazone,sulfinpyrazone,ddinter
drug:suvorexant,Suvorexant,suvorexant,ddinter
drug:tadalafil,Tadalafil,tadalafil,ddinter
drug:tasimelteon,Tasimelteon,tasimelteon,ddinter
drug:teniposide,Teniposide,teniposide,ddinter
drug:tiagabine,Tiagabine,tiagabine,ddinter
drug:ticagrelor,Ticagrelor,ticagrelor,ddinter
drug:tolvaptan,Tolvaptan,tolvaptan,ddinter
drug:ubrogepant,Ubrogepant,ubrogepant,ddinter
drug:vinblastine,Vinblastine,vinblastine,ddinter
drug:vincristine,Vincristine,vincristine,ddinter
drug:vincristine_liposome,Vincristine (liposome),vincristine_liposome,ddinter
drug:vinorelbine,Vinorelbine,vinorelbine,ddinter
drug:zafirlukast,Zafirlukast,zafirlukast,ddinter
drug:zanubrutinib,Zanubrutinib,zanubrutinib,ddinter
drug:desogestrel,Desogestrel,desogestrel,ddinter
drug:azathioprine,Azathioprine,azathioprine,ddinter
drug:bacitracin,Bacitracin,bacitracin,ddinter
drug:colistimethate,Colistimethate,colistimethate,ddinter
drug:lutetium_lu_177_dotatate,Lutetium Lu 177 dotatate,lutetium_lu_177_dotatate,ddinter
drug:mercaptopurine,Mercaptopurine,mercaptopurine,ddinter
drug:moxetumomab_pasudotox,Moxetumomab Pasudotox,moxetumomab_pasudotox,ddinter
drug:valaciclovir,Valaciclovir,valaciclovir,ddinter
drug:lumefantrine,Lumefantrine,lumefantrine,ddinter
drug:artemether,Artemether,artemether,ddinter
drug:articaine,Articaine,articaine,ddinter
drug:oxitriptan,Oxitriptan,oxitriptan,ddinter
drug:azelastine_nasal,Azelastine (nasal),azelastine_nasal,ddinter
drug:baclofen,Baclofen,baclofen,ddinter
drug:brivaracetam,Brivaracetam,brivaracetam,ddinter
drug:salmon_calcitonin,Salmon calcitonin,salmon_calcitonin,ddinter
drug:pentoxyverine,Pentoxyverine,pentoxyverine,ddinter
drug:carisoprodol,Carisoprodol,carisoprodol,ddinter
drug:clofedanol,Clofedanol,clofedanol,ddinter
drug:chlorphenesin,Chlorphenesin,chlorphenesin,ddinter
drug:chlorzoxazone,Chlorzoxazone,chlorzoxazone,ddinter
drug:dantrolene,Dantrolene,dantrolene,ddinter
drug:dexmedetomidine,Dexmedetomidine,dexmedetomidine,ddinter
drug:fospropofol,Fospropofol,fospropofol,ddinter
drug:kava,Kava,kava,ddinter
drug:ketamine,Ketamine,ketamine,ddinter
drug:levetiracetam,Levetiracetam,levetiracetam,ddinter
drug:mebrofenin,Mebrofenin,mebrofenin,ddinter
drug:metaxalone,Metaxalone,metaxalone,ddinter
